row_id,Facility Name,Area,Type,Contact Phone,Managed by,Cost,Apply hours,Apply Location,Eligibility,Other,Address Line1,Address Line2,City,Postal Code,Province,country
Canada-BC-31-BC-SeniorsServicesSoc-output-368,CARELIFE FLEETWOOD,SURREY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-598-7200,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,8265 159th St.,,Surrey,V4N 5T5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-369,LOTUS PLACE,ALDERGROVE,ASSISTED LIVING - PRIVATE (apply directly to facility),604-856-3468,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,N/A,3258 274th St.,,Aldergrove,V4W 3J1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-370,SUE AND CHARLIES CARE,SURREY,ASSISTED LIVING - PRIVATE (apply directly to facility),604-541-9697,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,N/A,16963 22nd Ave.,,Surrey,V3S 9Z3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-371,CREEKSIDE LANDING,OKANAGAN NORTH,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PUBLIC (apply through health authority)",250-549-9550,Creekside Landing ltd,Market RateAssisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,6190 Okanagon Landing Rd.,,Vernon,V1H 1M3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-372,GREENFIELD GARDENS,THOMPSON CARIBOO,ASSISTED LIVING - PRIVATE (apply directly to facility),250-554-9244,Active Care Seniors Services,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,1607 Greenfield Ave.,,Kamloops,V2B 4N4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-373,AYRE MANOR ASSISTED LIVING,VANCOUVER ISLAND SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-642-1750,Sooke Elderly Citizens Housing Society,Assisted Living Public: 70% of net income,Call 250-388-2273 during regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Wheelchair Accessible; Smoking Allowed,6744 Ayre Rd.,,Sooke,V0s 1N0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-374,THE HAMLETS AT WESTSYDE,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),1-866-597-7922,H & H Total Care Services,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Pets Allowed,3255 Overlander Dr.,,Kamloops,V2B 0A5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-375,MOUNTAIN VIEW MANOR,OKANAGAN SOUTH,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",250-499-2984,No Manager provided,30% of monthly gross incomeMarket Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,412 12th Ave.,,Keremeos,V0X 1N3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-376,MARIA KEARY COTTAGE,NEW WESTMINSTER,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-636-3590,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,305 Carnarvon St.,,New Westminster,V3L 1B9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-377,ROSEMARY HEIGHTS SENIORS VILLAGE,SURREY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),778-545-5000,Retirement Concepts,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,15240 34th Ave.,,Surrey,V3S 2J9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-378,FRIENDSHIP LODGE,NORTHERN INTERIOR,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-564-3568,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,1656 Queensway,,Prince George,V2L 1L7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-379,THE FLORENTINE,THOMPSON CARIBOO,ASSISTED LIVING - PRIVATE (apply directly to facility),250-378-4176,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,105-1121 McFarlane Way,,Merritt,V1K 1B9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-380,ORIGIN AT LONGWOOD,VANCOUVER ISLAND CENTRAL,"ASSISTED LIVING - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",250-751-7755,Origins Communities,"Residential Care Private: approx. $2,500-10,000/monthAssisted Living Private: approx. $1,500-7,000/monthMarket Rate",Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,5769 Turner Rd.,,Nanaimo,V9T 6L8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-381,VICTORIA HEIGHTS,NEW WESTMINSTER,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-523-9227,Good Samaritan Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority; or directly to building for private pay units,No Age Requirement,Wheelchair Accessible; Pets Allowed,230 Ross Dr.,,New Westminster,V3L 0B1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-382,MOUNTAIN VIEW MANOR,THOMPSON CARIBOO,ASSISTED LIVING - PRIVATE (apply directly to facility),250-832-4052,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,361 10th St. NE,,Salmon Arm,V1E 4N2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-383,VILLAGE AT SMITH CREEK,OKANAGAN CENTRE,"ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",250-768-0488,Baptist Housing Society,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,2425 Orlin Rd.,,Westbank,V4T 1N3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-384,OAK TREE MANOR,VANCOUVER ISLAND CENTRAL,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-716-1799,No Manager provided,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 65+,Wheelchair Accessible; Pets Allowed,325 Hecate St.,,Nanaimo,V9R 4J9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-385,CHRISTINA LAKE VILLAGE,KOOTENAY BOUNDARY,SUPPORTIVE HOUSING - RETIREMENT HOMES,1-877-767-4337,No Manager provided,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 55+,Pets Allowed; Smoking Allowed,19 West Lake Dr.,,Christina Lake,V0H 1E0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-386,THE ROYALE ASTORIA,PORT COQUITLAM,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-944-2341,No Manager provided,"Market RateAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,2245 Kelly Ave.,,Port Coquitlam,V3C 0B1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-387,THE HARRISON AT ELIM VILLAGE,SURREY,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-583-3546,Elim Housing Society,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,Age Requirement: 60+,Wheelchair Accessible,9067 160th St.,,Surrey,V4N 2X7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-388,AMENIDA SENIORS COMMUNITY,SURREY,"ASSISTED LIVING - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-597-9333,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/monthSAFERMarket Rate",Regular office hours,Directly to manager; or visit: www.homecareliving.ca,Age Requirement: 60+,Wheelchair Accessible; Pets Allowed,13855 68th Ave.,,Surrey,V3W 2G9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-389,SUNWOOD MATURE LIVING COMMUNITY,MAPLE RIDGE,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-463-5527,No Manager provided,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible; Smoking Allowed,12241 224th St.,,Maple Ridge,V2X 6B9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-390,PENINSULA RESORT RETIREMENT LIVING,SURREY,"ASSISTED LIVING - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-538-2033,No Manager provided,"Market RateSAFERAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,2088 152nd St.,,Surrey,V4A 9Z4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-391,PACIFICA RESORT RETIREMENT,SURREY,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-535-9194,No Manager provided,"Market RateAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,Age Requirement: 65+,Wheelchair Accessible; Pets Allowed,2525 King George Blvd.,,Surrey,V4P 0C8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-392,NELSON JUBILEE MANOR,KOOTENAY BOUNDARY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-352-7011,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,500 W.Beasley St.,,Nelson,V1L 6G9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-393,CHEAM VILLAGE COMPLEX CARE,AGASSIZ,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-796-3886,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority; ; http://www.fraserhealth.ca/,No Age Requirement; BC Residency,Wheelchair Accessible,1525 MacKay Cres.,,Agassiz,V0M 1A2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-394,NEW HORIZONS COMMUNITY OF CARE,VANCOUVER ISLAND NORTH,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",250-287-7166,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,850 14th Ave.,,Campbell River,V9W 4H4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-395,GREYSTONE MANOR,MAPLE RIDGE,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-467-2808,No Manager provided,Market Rate,Regular office hours,Directly to building; or visit www.greystoneresidence.ca,Age Requirement: 65+,Wheelchair Accessible; Pets Allowed,11657 Ritchie Ave.,,Maple Ridge,V2X 8X3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-396,MAPLE RIDGE SENIORS VILLAGE,MAPLE RIDGE,"ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",604-764-8877,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/monthResidential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,22141 119 Ave.,,Maple Ridge,V2X 2Y7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-397,BAILLIE HOUSE,MAPLE RIDGE,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-476-7871,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,11762 Laity St.,,Maple Ridge,V2X 7G5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-398,THE WESTBROOKE SENIORS LIVING COMMUNITY,PITT MEADOWS,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-460-7006,Allegro,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,12000 190A St.,,Pitt Meadows,V3Y 0E4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-399,THE MAPLES RESIDENCES,RICHMOND,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-277-4519,No Manager provided,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,4071 Chatham St.,,Richmond,V7E 2Z7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-400,SUNSHINE RIDGE RETIREMENT RESIDENCY,OKANAGAN SOUTH,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",250-495-2520,No Manager provided,Market Rate,Regular office hours,Directly to building; or email: admin@cactusridgerr.com; or visit: cactusridgerr.com,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,9107 Main St.,,Osoyoos,V0H1V1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-401,CLOVER HEIGHTS RETIREMENT HOME,CLOVERDALE,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-372-3226,No Manager provided,"Market RateAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building; or email: cloverheights@gmail.com; or visit: cloverheight.com,BC Residency; Age Requirement: 55+,Wheelchair Accessible,6209 184th St.,,Cloverdale,V3S8B1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-402,GOLDEN AGE PARADISE,SURREY,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-694-9000,No Manager provided,Market RateShelter portion if on ministry assistance,Regular office hours,"Val Rai; 15841 Buena Vista Ave.; White Rock, BC; V4B 2A2",Age Requirement: 55+,Pets Allowed,7670 143rd St.,,Surrey,V3W 9Y4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-403,WEST SHORE LODGE,VANCOUVER ISLAND SOUTH,"ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",250-478-7527,Trillium Care Communities,"Assisted Living Public: 70% of net incomeAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building or your local health authority,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,1828 Island Hwy.,,Colwood Victoria,V9B 1J2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-404,THE POPPY RESIDENCES,BURNABY SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-568-5563,Mender Property Services Ltd.,SAFERMarket Rate,Regular office hours,"204-1401 Lonsdale Ave.; North Vancouver, BC; V7M 2H9",No Age Requirement,Wheelchair Accessible,5291 Grimmer St.,,Burnaby,V5A 0B3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-405,SUNRIDGE GARDENS,LANGLEY,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-510-5091,Bria Communities,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,22301 Fraser Hwy.,,Langley,V3A 4H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-406,STANFORD PLACE CARE CAMPUS,VANCOUVER ISLAND CENTRAL,"RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",250-951-0811,No Manager provided,"Assisted Living Public: 70% of net incomeResidential Care Private: approx. $2,500-10,000/monthResidential Care Public: 80% of net incomeAssisted Living Private: approx. $1,500-7,000/month",Regular office hours; =,Your local health authority or directly to building,BC Residency; No Age Requirement,Wheelchair Accessible,250 Craig St.,,Parksville,V9P 0A7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-407,CLOVER POINT CARE,VANCOUVER ISLAND SOUTH,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-590-7885,Trillium Care Communities,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building; or visit: http://www.trilliumcommunities.com/location/clover-point-care/,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,90 Linden Ave.,,Victoria,V8V 4C8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-408,ARBOUR COTTAGE,VANCOUVER ISLAND CENTRAL,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-739-2587,No Manager provided,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,"Jaime Looten; P.O. Box 428 Baden Powell St.; Ladysmith, BC; V9G 1A3; or email looten30@gmail.com",Age Requirement: 60+; BC Residency,Wheelchair Accessible,17 Baden Powell St.,,Ladysmith,V9G 1A3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-409,THE WEXFORD,DELTA,ASSISTED LIVING - PRIVATE (apply directly to facility),604-948-4477,Bria Communities,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,1737 56th St.,,Delta,V4L 0A5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-410,THE MANSION SENIORS RESORT,OKANAGAN CENTRE,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-862-6934,No Manager provided,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 55+,N/A,2219 Mayer Road,,Kelowna,V1W 2G2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-411,BERWICK BY THE SEA,VANCOUVER ISLAND CENTRAL,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-850-1353,Berwick Retirement Communities Ltd,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building; www.berwickrc.com,Age Requirement: 55+,Wheelchair Accessible,1353 16 Ave.,,Campbell River,V9W 0C4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-412,BERWICK ON THE PARK,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-377-7275,Berwick Retirement Communities Ltd,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building; www.berwickrc.com,Age Requirement: 55+,Wheelchair Accessible,60 Whiteshield Cres. S,,Kamloops,V2E 2S9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-413,BERWICK ROYAL OAK,VANCOUVER ISLAND SOUTH,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-386-4680,Berwick Retirement Communities Ltd,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,4680 Elk Lake Dr.,,Victoria,V8Z 0B4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-414,GORDON PARK VILLAGE,OKANAGAN CENTRE,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-762-6225,Evangel Family Rental Housing Society,Market Rate,Anytime,Apply online at:; http://www.evhousing.ca/Apply.php,No Age Requirement,N/A,1319 KLO Rd.,,Kelowna,V1W 3N8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-415,HARBOUR VIEW MANOR,VANCOUVER ISLAND CENTRAL,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-245-2900,No Manager provided,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,468 Battie Dr.,,Ladysmith,V9G 1V9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-416,KIWANIS VILLAGE LODGE,VANCOUVER ISLAND CENTRAL,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
ASSISTED LIVING - PUBLIC (apply through health authority)",250-753-6471,Kiwanis Club of Nanaimo,Assisted Living Public: 70% of net incomeResidential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1233 Kiwanis Cres.,,Nanamio,V9S 5Y1,BC,Canada
