row_id,name,license_num,website,contact,phone,cell,fax,email,management_company_name,management_company_phone,rents,subsidized_rent,included_utilities,safety_features,resident_parking,visitor_parking,shuttle_bus,bus_stop,year_built,number_of_floors,building_features,laundry_type,flooring_type,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-22-SeniorHousing-22-SeniorHousing-258,Meadowood Gardens,,http://www.crystalproperties.ca,,204 255-8346,,,,Crystal Properties Ltd,755 Henderson Hwy,One Bedroom - $1005 + (700-740 sq/ft) den $1050+ (920 sq/ft); Two Bedroom - $1300+  (920-1135 sq/ft),FALSE,Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $45 / month Underground $90 / month,TRUE,None,On St Anne‰Ûªs Rd at Meadowood Dr (northbound & southbound) route 55 & 59,2005,5,Air Conditioning; Balcony/Patio; Party Room; Recycling Program; Storage Locker/Room,"Included In Rent, in suite",Carpet; Vinyl,566 576 Rd,,Winnipeg,MB,R2M 5S8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-259,Markie Plaza,,http://www.globegeneral.ca,,204 253-5129,,,,Globe General Agencies,500 St. James St,One Bedroom - $821+; Two Bedroom - $980+,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $45,,,,,3,Air Conditioning; Recycling Program; Storage Locker/Room; A/C on top floors only;  individual thermostats,Coin Operated,Carpet; Vinyl,410 St Anne's Rd,,Winnipeg,MB,R2M 3C2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-260,Kenbur Gardens,,http://www.EdisonProperties.ca,,204 940-3486,,,329stannes@edisonproperties.ca,Edison Properties,401 - 10 Fort Street,"Bachelor/Studio - *inquire about rent discounts for 1 & 2 BR; One Bedroom - starting at $885 (694 sq/ft) $1477 newly renovated; Two Bedroom - $960 - $999 (923- 935 sq/ft),",FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel; Manager/Caretaker on call 24/7,Underground $40 / month,TRUE,To grocer twice per week,On St Anne‰Ûªs Rd at Clayton Dr (northbound) and at Barton Ave (southbound) routes 55 & 59,1970,10,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Sauna,Included In Rent,Carpet; Vinyl; Tile,329 St Anne's Rd,,Winnipeg,MB,R2M 3B2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-261,Golden Arms,,http://www.globegeneral.ca,,204 255-8600,,,,Globe General Agencies,500 St. James St.    R3G 3J4,One Bedroom - $920 +; Two Bedroom - $1100 +,FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Aboveground $55 / month,FALSE,No,"On St. Mary's route 14, 51, 54, 76",,10+,Air Conditioning; Balcony/Patio; Elevator,Smart Card,Carpet; Vinyl,11 St Michael Rd,,Winnipeg,MB,R2M 2K5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-262,Dakota Towers,,,,204 255-1294,,,,Globe General Agencies,494 St. James St,Bachelor/Studio -  ask for rent costs (only 2 suites in building); One Bedroom - $920+; Two Bedroom - $1100+; Three Bedroom -  ask for rent cost (only1 suite in building),FALSE,Heat; Hydro; Water,Locked Building; On-Site Personnel,Surface lot $55 Underground $75,,,"On St. Mary's Rd route14, 54, 51, 76",,10,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; in suite storage,Smart Card,Carpet; Hardwood; Vinyl,1106 St Mary's Rd,,Winnipeg,MB,R2M 3T5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-263,Dakota House (Assisted Living),,http://www.homesteadmanitoba.ca,,204 663-4983,,,dakotaactivities@mymts.net,Homestead Manitoba Ltd.,204 338-0170,One Bedroom - $2440  (640 sq/ft) -  $2780  (815 sq/ft); Two Bedroom - $2940 + (865 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $50/month,TRUE,"To grocer: once per week, To shopping centres: twice per month. Milk delivery once a week","On Dakota St at Hyatt Pl (northbound) and at Leston Pl (southbound) routes 14, 58, 93 & 96",2006,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Hair Salon;  Walking Paths;  Courtyard,Included In Rent,Carpet; Vinyl,1145 Dakota St,,Winnipeg,MB,R2N 0A4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-264,Creekside Terrace,,,,204 415-3913,,,,Broadstreet Properties Ltd.,866 736-8515,Two Bedroom - $1198 (850 - 922 sq/ft)   $1228 (923 - 943 sq/ft),FALSE,Water,Enterphone System; Locked Building; On-Site Personnel,$50 per stall,,,"At Sage Creek routes 20, 50",2010,4,Air Conditioning; Elevator; Party Room,"En Suite, in suite washer & dryer",Carpet; Hardwood; Vinyl,200 Burning Glass Road,,Winnipeg,MB,R2X 0H3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-265,Chesterfield Housing Dev Inc.,,,,204 504-6096,,,chesterfieldhousing@shaw.ca,,,Bachelor/Studio - $410; One Bedroom - $565       new building $880,TRUE,Cable; Heat; Water,Alarm System; On-Site Personnel,Aboveground $25 / month,TRUE,,"On St Mary‰Ûªs Rd at Chesterfield Ave (northbound & southbound) routes 14, 51, 54 & 76",,,Party Room; Storage Locker/Room,Coin Operated,Carpet; Vinyl,30 Chesterfield Ave,,Winnipeg,MB,R2M 1T6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-266,86 Niawka Road,,,,204 257-1887,,,,Sherwood Development Ltd.,204 953-1750,One Bedroom - $1020 - $1050  (690 - 700 sq/ft); Two Bedroom - $1430 (897 - 975 sq/ft),FALSE,Heat; Hydro; Water,Cameras; On-Site Personnel; secure building entry,heated underground parking  $90 / month,,,"Niawka at Seagrim route 16, Niawka at St. Anne's Routes 55,59",2011,,Air Conditioning; Balcony/Patio; Party Room; Recycling Program,"En Suite, insuite washer & dryer",,86 Niawka Road,,Winnipeg,MB,R2M 3A5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-267,Anavet Lodge,,http://www.sam.mb.ca,,204 942-0991,,,,S.A.M. Management Inc.,200 - 1080 Portage  Avenue,Bachelor/Studio - $383  (300 sq/ft); One Bedroom - $492  (380 sq/ft),FALSE,Cable; Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground $22/month,FALSE,None,On Beliveau Rd at Eric St (eastbound & westbound) route 55,,1,Party Room; Recycling Program; Lounge & Kitchen,Included In Rent,Carpet; Vinyl,166 Beliveau Rd,,Winnipeg,MB,R2M 1S9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-268,60 Chesterfield Ave,,,,,,,,Manitoba Housing,204 945-4663,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Cameras; Emergency Pull Cord; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Aboveground $24 / month,TRUE,To grocer one to two times per month,"On St Mary‰Ûªs Rd at Chesterfield Ave (northbound & southbound) routes 14, 51, 54 & 76",1975,14,Balcony/Patio; Elevator; Recycling Program; Patio in Backyard;  Garden,Included In Rent,Vinyl,60 Chesterfield Ave,,Winnipeg,MB,R2M 5A3,Canada,Senior Housing
