row_id,Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Canada-QC-18-AssistedLiving(Assoc)-output-903,Les Jardins d'Italie (5148),"5650, rue du Hautbois",Montréal,H1S 1G4,514-253-5650,QC,Canada,Société en Commandite Le St-Léonard agissant par son commandité 9157-1893 Québec Inc,197,197,Résidence à but lucratif,2007,12/1/2007,4/18/2016,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,8/6/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5148,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-904,Place Kensington (514),"4430, rue Sainte-Catherine Ouest",Westmount,H3Z 3E4,514-935-1212,QC,Canada,Place Kensington Inc.,180,180,Résidence à but lucratif,1989,6/1/1988,8/31/2017,Aucune,3/30/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=514,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-905,Résidence Portofino Inc (515),"3225, boulevard Gouin Est",Montréal,H1H 5V8,514-321-0880,QC,Canada,Résidence Portofino Inc,396,391,Résidence à but lucratif,1977,1/1/1977,8/29/2017,Aucune,2/9/2014,Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=515,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-906,Résidence Élogia (5163),"5440, rue Sherbrooke Est",Montréal,H1V 1A1,514-259-1234,QC,Canada,S.E.C. Élogia,289,289,Résidence à but lucratif,2007,10/1/2007,8/30/2017,RQRA- Regroupement québecois des résidences pour aînés; AQESS,12/2/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5163,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-907,Foyer l'Ange Gardien (5164),"152-154, rue Ulric Tessier",Saint-Ulric,G0J 3H0,418-737-9607,QC,Canada,Guylaine Lamarre,9,8,Résidence à but lucratif,1978,2/1/2016,4/12/2016,Aucune,7/8/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5164,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-908,Maison J. Arthur Desjardins (5166),"11, avenue D'Amours",Matane,G4W 2X3,418-562-2110,QC,Canada,Maison J. Arthur Desjardins (organisation),7,7,Organisme à but non lucratif (OBNL ou OSBL),2005,4/4/2005,3/28/2017,RQRA- Regroupement québecois des résidences pour aînés,6/24/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5166,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-909,RÉSIDENCE AMITIÉ ROYALE (5167),"19, rue Royal",Blainville,J7C 3E8,450-433-1757,QC,Canada,9352-0302 Québec inc.,20,20,Résidence à but lucratif,1992,1/16/2017,4/24/2017,Aucune,7/21/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5167,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-910,Résidences du Manoir Jeffrey (5170),"391, chemin du Golf",Asbestos,J1T 3M7,819-879-5422,QC,Canada,AUBERGE ALBATROS (2001) INC.,210,210,Résidence à but lucratif,2007,1/6/2007,12/15/2016,Aucune,3/4/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5170,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-911,Manoir du Picardie (5171),"420, boulevard Albiny-Paquette",Mont-Laurier,J9L 1K6,819-623-3871,QC,Canada,Motel Picardie inc.,58,58,Résidence à but lucratif,2006,1/6/2006,9/13/2016,RQRA- Regroupement québecois des résidences pour aînés,4/9/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5171,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-912,Résidence l'Atrium inc. (5172),"500, 163e Rue",Saint-Georges,G5Y 2H3,418-227-1950,QC,Canada,Résidence Atrium inc. (organisation),40,17,Résidence à but lucratif,2007,5/28/2007,4/1/2016,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,1/13/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5172,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-913,Boisé Notre-Dame (5175),"3055, boulevard Notre-Dame",Laval,H7V 4C6,450-681-3055,QC,Canada,6423264 Canada inc.,788,634,Résidence à but lucratif,2007,7/7/2007,4/13/2016,RQRA- Regroupement québecois des résidences pour aînés,3/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5175,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-914,Foyer Chez Hélène (5179),220 chemin Gros-Cap,Les Îles-de-la-Madeleine,G4T 1K8,418-986-6213,QC,Canada,"Petitpas, Hélène",11,11,Résidence à but lucratif,2004,10/1/2014,9/5/2017,Aucune,7/27/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5179,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-915,Résidence Saint-Eugène (5180),"3500, rue Beaubien Est",Montréal,H1X 1G7,514-376-7373,QC,Canada,Office municipal d'habitation de Montréal,163,163,Organisme à but non lucratif (OBNL ou OSBL),2007,1/15/2007,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés; Réseau des offices municipaux díhabitation du Québec,12/2/2014,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5180,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-916,Piero-Corti (5181),"3131, rue Sherbrooke Est",Montréal,H1W 1B2,514-277-9141,QC,Canada,Office municipal d'habitation de Montréal,97,97,Organisme à but non lucratif (OBNL ou OSBL),2007,3/1/2007,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés; Réseau des offices municipaux díhabitation du Québec,4/29/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5181,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-917,Résidence Le Villageois (5182),"3005, 2e Rue Nord",L'Ascension-de-Notre-Seigneur,G0W 1Y0,418-347-3300,QC,Canada,Résidence Le Villageois inc.,24,24,Organisme à but non lucratif (OBNL ou OSBL),2006,1/11/2006,2/6/2017,RQOH-Réseau québécois des osbl díhabitation,5/28/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5182,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-918,Maison d'hébergement des Cèdres (5184),"1, des Cèdres,  C.P. 295",Cap-Chat,G0J 1E0,418-786-2788,QC,Canada,Bernard Ouellet,3,3,Résidence à but lucratif,2004,2/24/2004,3/31/2016,Aucune,6/30/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5184,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-919,Résidence St-Jean (5195),"133, chemin du Lac des Îles O.",Gracefield,J0X 1W0,819-463-4732,QC,Canada,Florence St-Jean,5,5,Résidence à but lucratif,2006,7/23/2006,6/8/2017,Aucune,8/28/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5195,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-920,Résidence Le Campagnard inc. (5199),"588, ave St-Jean-de-la-Lande",Saint-Georges,G5Z 0L3,418-227-3082,QC,Canada,Résidence Le Campagnard inc.,28,19,Résidence à but lucratif,1993,6/15/2004,4/1/2016,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,1/13/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5199,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-921,Manoir du St-Laurent (5200),"6565, St-Laurent",Lévis,G6V 3N9,418-833-9955,QC,Canada,9156-7370 Québec inc.,74,74,Résidence à but lucratif,2005,1/10/2005,6/1/2017,RQRA- Regroupement québecois des résidences pour aînés,9/30/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5200,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-922,Le Quatre Cent (5209),"400, place Juge Desnoyers",Laval,H7G 4S2,450-667-2481,QC,Canada,Fiducie Boardwalk Québec 1,262,262,Résidence à but lucratif,1980,1/1/1980,3/21/2017,CORPIQ-Corporation des Propriétaires immobiliers du Québec,3/12/2017,Repas; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5209,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-923,La Villa des Caps Noirs (5214),"273, boulevard Perron Est",New Richmond,G0C 2B0,418-392-4406,QC,Canada,9142-8334 Québec inc.,42,42,Résidence à but lucratif,2004,12/18/2004,4/19/2016,Aucune,5/13/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5214,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-924,Le Renaissance Magog (5218),"975, rue St-Luc",Magog,J1X 0C9,819-843-1113,QC,Canada,2757-5935 QUÉBEC INC.,95,95,Résidence à but lucratif,2007,1/6/2007,8/1/2017,RQRA- Regroupement québecois des résidences pour aînés,2/12/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5218,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-925,Résidence l'Étincelle S.E.C. (5226),"20, place Casavant",Sainte-Thérèse,J7E 5X1,450-419-3333,QC,Canada,Résidence l'Étincelle S.E.C.,127,127,Résidence à but lucratif,2005,1/1/2013,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,5/1/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5226,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-926,Résidence Poudrier (5232),"600, rue Desrochers",Saint-Donat,J0T 2C0,819-424-2200,QC,Canada,9182-6982 Québec inc.,25,14,Résidence à but lucratif,2002,7/6/2007,9/11/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/18/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5232,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-927,Les Villas des Monts de Sutton (5233),"33, rue Western",Sutton,J0E 2K0,450-538-1291,QC,Canada,Les Villas des Monts de Sutton,40,40,Organisme à but non lucratif (OBNL ou OSBL),2006,1/7/2006,1/24/2017,RQOH-Réseau québécois des osbl díhabitation,9/18/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5233,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-928,Manoir Rose-Marquis (5234),"310, Avenue Principale",Dégelis,G5T 1M4,418-853-5013,QC,Canada,Manoir Rose-Marquis (organisation),38,38,Organisme à but non lucratif (OBNL ou OSBL),2004,10/1/2004,4/13/2017,RQOH-Réseau québécois des osbl díhabitation,11/20/2014,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5234,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-929,Manoir de la Giraudière (5239),"211, 15e Rue, bureau 100",Laval,H7N 6K9,450-669-3553,QC,Canada,Placements Les Giraudières Ltée,180,180,Résidence à but lucratif,2005,1/8/2005,4/13/2016,Aucune,4/22/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5239,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-930,Maison La Roseraie (5243),"946, rue St-Antoine",Disraeli,G0N 1E0,418-449-4730,QC,Canada,Centre d'entraide de la région de Disraéli,30,30,Organisme à but non lucratif (OBNL ou OSBL),2001,11/16/2001,4/14/2016,RQOH-Réseau québécois des osbl díhabitation,5/14/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5243,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-931,Résidence Rosemont (5245),"1970, boulevard Rosemont",Montréal,H2G 1S8,514-272-9356,QC,Canada,Résidence Rosemont S.E.C.,47,47,Résidence à but lucratif,2007,5/7/2007,6/27/2016,Aucune,3/12/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5245,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-932,Les Jardins du Parc Linéaire inc. (5248),"91, rue Monfette",Victoriaville,G6P 0B7,819-795-3030,QC,Canada,Les Jardins du Parc Linéaire inc.,233,233,Résidence à but lucratif,2007,2/1/2007,4/13/2017,RQRA- Regroupement québecois des résidences pour aînés,10/30/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5248,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-933,Le Symbiose (5253),"3075, rue Paul-David",Montréal,H1N 0A8,514-352-8989,QC,Canada,S E C Le Symbiose,317,255,Résidence à but lucratif,2008,7/1/2008,9/6/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,8/5/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5253,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-934,Le Sommet de la Rive (5254),"3501, boulevard Gaétan-Laberge",Montréal,H4G 0A2,514-768-8880,QC,Canada,S.E.C. Le Sommet de la Rive,190,190,Résidence à but lucratif,2008,1/7/2008,4/26/2017,RQRA- Regroupement québecois des résidences pour aînés,10/30/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5254,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-935,Résidence Mi-Do (5259),"66, rue Thibault",Salaberry-de-Valleyfield,J6S 4J1,450-373-7226,QC,Canada,Michel Lafrenière,9,9,Résidence à but lucratif,2007,7/1/2007,8/3/2016,Aucune,11/24/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5259,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-936,Manoir Belle Époque (525),"1775, boulevard Henri-Bourassa Est",Montréal,H2C 1J6,514-858-5977,QC,Canada,9137-3225 Québec inc.,120,120,Résidence à but lucratif,2003,4/28/2003,8/9/2017,Aucune,6/24/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=525,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-937,Résidence Le Vivalis (5262),"300, rue Stillview",Pointe-Claire,H9R 0A1,514-694-4141,QC,Canada,9316-2238 Québec inc.,127,96,Résidence à but lucratif,2007,3/1/2015,7/4/2017,Aucune,11/2/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5262,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-938,Côte-Saint-Paul (5263),"5400, chemin de la Côte-Saint-Paul, CP 104",Montréal,H4C 0A4,514-933-2940,QC,Canada,Office Municipal d'habitation de Montréal,138,138,Organisme à but non lucratif (OBNL ou OSBL),2008,4/1/2008,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés; Réseau des offices municipaux díhabitation du Québec,12/15/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5263,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-939,Alfredo-Gagliardi (5264),"7170, rue Berri",Montréal,H2R 0A2,514-279-0075,QC,Canada,Office Municipal d'Habitation de Montréal,95,95,Organisme à but non lucratif (OBNL ou OSBL),2008,3/14/2008,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés; Réseau des offices municipaux díhabitation du Québec,10/30/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5264,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-940,Le Mile-End (5265),"225, rue Maguire, local 4",Montréal,H2T 0A2,514-278-2870,QC,Canada,Office Municipal d'Habitation de Montréal,181,181,Organisme à but non lucratif (OBNL ou OSBL),2008,8/1/2008,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés; Réseau des offices municipaux díhabitation du Québec,4/30/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5265,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-941,Les Résidences Persaud inc. (526),"93, avenue St-Louis",Beaconsfield,H9W 4X9,514-695-1458,QC,Canada,Les Résidences Persaud inc.,9,9,Résidence à but lucratif,2012,7/26/2012,3/2/2017,RQRA- Regroupement québecois des résidences pour aînés,3/30/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=526,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-942,Manoir de La Roselière inc. (5278),"3055, 1re avenue",Notre-Dame-des-Pins,G0M 1K0,418-774-6700,QC,Canada,Manoir de la Roselière inc.,133,105,Résidence à but lucratif,2007,2/1/2007,3/29/2016,Programme Qualité Logi-être; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/26/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5278,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-943,Manoir Les Retrouvailles (527),"905, boulevard des Laurentides",Saint-Jérôme,J7Z 6W7,450-431-7555,QC,Canada,9192-0751 Québec inc.,103,94,Résidence à but lucratif,1989,1/1/2008,6/20/2016,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/18/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=527,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-944,Alps Résidence (5286),"377, boulevard Beaconsfield",Beaconsfield,H9W 4B3,514-695-9945,QC,Canada,Pramela Kooblall,8,8,Résidence à but lucratif,2005,8/30/2005,7/18/2016,Programme Qualité Logi-être,3/30/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5286,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-945,Maison Cedar (528),"14, Avenue Cedar",Pointe-Claire,H9S 4Y1,514-697-8822,QC,Canada,Maison Cedar inc.,27,27,Résidence à but lucratif,1984,4/9/1984,1/12/2017,RQRA- Regroupement québecois des résidences pour aînés,6/14/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=528,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-946,Les Jardins de la Noblesse (5290),"425, boulevard de l'Atrium",Québec,G1H 0A8,418-624-3000,QC,Canada,9168-1452 Québec inc.,412,412,Résidence à but lucratif,2007,7/1/2007,3/9/2017,RQRA- Regroupement québecois des résidences pour aînés,7/3/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5290,Assisted Living
