row_id,Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location,Country
USA-NY-45-AdultCare-45-AdultCare-470,Fawn Ridge Senior Living,2902 Upper Tibbits Avenue,Rensselaer,Troy,12180,(518) 273-2040,(518) 273-1542,AF0117B,Woodland Village LLC,600-F-248,155,0,0,0,0,AH,PPHA,CDRO,"2902 Upper Tibbits Avenue
Troy, NY 12180
(42.73052537900003, -73.66349661399994)",USA
USA-NY-45-AdultCare-45-AdultCare-471,Atria on the Hudson,321 North Highland Avenue,Westchester,Ossining,10562,(914) 762-1980,(914) 762-3501,AF0684B,"ATR New York LH, Inc.",800-S-147,185,0,185,29,29,EHP,PPHA,MARO,"321 North Highland Avenue
Ossining, NY 10562
(41.178976471000055, -73.86901723299997)",USA
USA-NY-45-AdultCare-45-AdultCare-472,The Arbors at Islandia West,1515 Veterans Memorial Highway,Suffolk,Islandia,11749,(631) 582-3600,(631) 582-6082,AF0278C,"Arcadia Management, Inc.",700-F-915,200,0,200,0,0,AH,PPHA,MARO,"1515 Veterans Memorial Highway
Islandia, NY 11749
(40.81013748200007, -73.18639453799994)",USA
USA-NY-45-AdultCare-45-AdultCare-473,The Manor House,427 East Main Street,Genesee,Batavia,14020,(585) 344-2345,(585) 344-4482,AF0899A,"Manor House Enriched, LLC",290-S-003,60,0,0,0,0,EHP,PPHA,WRO,"427 East Main Street
Batavia, NY 14020
(42.99624231200005, -78.17334773099998)",USA
USA-NY-45-AdultCare-45-AdultCare-474,The Bristal at East Northport,760 Larkfield Road,Suffolk,East Northport,11731,(631) 858-0100,(631) 580-6421,AF0682A,"Engel Burman Sr. Housing at East Northport, LLC",700-S-303,166,0,166,17,32,EHP,PPHA,MARO,"760 Larkfield Road
East Northport, NY 11731
(40.838337713000044, -73.31280313199994)",USA
USA-NY-45-AdultCare-45-AdultCare-475,The Avalon Assisted Living and Wellness Center,1629 Route 376,Dutchess,Wappingers Falls,12590,(845) 463-0500,(845) 463-2159,AF0415A,"Reckess, Azzy & Paula",230-F-068,76,57,0,0,0,AH/ALP,PPHA,MARO,"1629 Route 376
Wappingers Falls, NY 12590
(41.62778910000003, -73.87561625099994)",USA
USA-NY-45-AdultCare-45-AdultCare-476,Brandywine Senior Living at Huntington Terrace,70 Pinelawn Road,Suffolk,Melville,11747,(631) 531-0000,(631) 531-0003,AF0590B,Brandywine Senior Living at Huntington Terrace LLC,700-F-919,54,0,54,54,34,AH,PPHA,MARO,"70 Pinelawn Road
Melville, NY 11747
(40.77959338900007, -73.40580471699997)",USA
USA-NY-45-AdultCare-45-AdultCare-477,Kalet's Adult Home,504 Delaware Street,Onondaga,Syracuse,13204,(315) 479-7514,(315) 479-1058,AF0166B,"Kalet, Diane",520-F-161,45,0,0,0,0,AH,PPHA,CNYRO,"504 Delaware Street
Syracuse, NY 13204
(43.03753977300005, -76.16965874199997)",USA
USA-NY-45-AdultCare-45-AdultCare-478,Rudolf Steiner Fellowship Foundation,241 Hungry Hollow Road,Rockland,Spring Valley,10977,(845) 356-8494,(845) 356-8468,AF0376A,"Rudolf Steiner Fellowship Foundation, Inc.",620-E-013,33,0,0,0,0,AH,NFP,MARO,"241 Hungry Hollow Road
Spring Valley, NY 10977
(41.08607968700005, -74.06451800199994)",USA
USA-NY-45-AdultCare-45-AdultCare-479,"Glen Arden, Inc.",214 Harriman Drive,Orange,Goshen,10924,(845) 291-7822,(845) 291-7878,AF0631A,"Glen Arden, Inc.",540-S-003,28,0,0,0,0,EHP,NFP,MARO,"214 Harriman Drive
Goshen, NY 10924
(41.38729979000004, -74.31542664399996)",USA
USA-NY-45-AdultCare-45-AdultCare-480,Brookdale Williamsville,6076 Main Street,Erie,Williamsville,14221,(716) 632-7123,(716) 632-7512,AF0465A,"Williamsville Clare Bridge Operator, Inc.",240-F-851,52,0,0,0,0,AH,PPHA,WRO,"6076 Main Street
Williamsville, NY 14221
(42.96576532900008, -78.72712801899996)",USA
USA-NY-45-AdultCare-45-AdultCare-481,Orchard Heights,5200 Chestnut Ridge Road,Erie,Orchard Park,14127,(716) 662-0651,(716) 662-3870,AF0538B,"Orchard Heights, Inc.",240-F-884,200,0,200,200,22,AH,PPHA,WRO,"5200 Chestnut Ridge Road
Orchard Park, NY 14127
(42.74379166600005, -78.74820041699996)",USA
USA-NY-45-AdultCare-45-AdultCare-482,Laurelwood at the Highlands,300 Hahnemann Trail,Monroe,Pittsford,14534,(585) 389-1630,(585) 586-4758,AF0523A,Highland Community Development Corp.,370-S-835,68,0,68,0,0,EHP,NFP,WRO,"300 Hahnemann Trail
Pittsford, NY 14534
(43.08528602100006, -77.49672455599995)",USA
USA-NY-45-AdultCare-45-AdultCare-483,Sunrise at Mill Basin,5905 Strickland Avenue,Kings,Brooklyn,11234,(718) 444-2600,(718) 444-2167,AF0809A,"GWC-Mill Basin, Inc.",331-S-011,142,0,142,142,39,EHP,PPHA,MARO,"5905 Strickland Avenue
Brooklyn, NY 11234
(40.60754745100007, -73.91597802499996)",USA
USA-NY-45-AdultCare-45-AdultCare-484,Chenango County Home Preston Manor,"1150 County Road 4  RFD #2, Box 203",Chenango,Oxford,13830,(607) 334-9428,(607) 334-8299,AF0024A,Chenango County D.S.S.,080-N-007,48,0,0,0,0,AH,PUBL,CNYRO,"1150 County Road 4 RFD #2, Box 203
Oxford, NY 13830
(42.524382711000044, -75.61485545699998)",USA
USA-NY-45-AdultCare-45-AdultCare-485,L'Dor,156 West Clarkstown Road,Rockland,New City,10956,(845) 356-4108,(845) 356-0167,AF0290B,"Markowitz, Elliot",620-F-076,44,0,0,0,0,AH,PPHA,MARO,"156 West Clarkstown Road
New City, NY 10956
(41.13550590400007, -74.02115713599994)",USA
USA-NY-45-AdultCare-45-AdultCare-486,Plattduetsche Home Society,1150 Hempstead Turnpike,Nassau,Franklin Square,11010,(516) 352-4252,(516) 352-8656,AF0362A,"Plattduetsche Altenheim Gesellschaft Von Brooklyn Und Umgegend, Inc.",400-E-028,91,0,0,0,0,AH,NFP,MARO,"1150 Hempstead Turnpike
Franklin Square, NY 11010
(40.70832143800004, -73.68348904399994)",USA
USA-NY-45-AdultCare-45-AdultCare-487,Brooklyn Boulevard ALP,636 Louisiana Avenue,Kings,Brooklyn,11239,(718) 557-0777,(718) 642-3510,AF0749A,Brooklyn Boulevard ALP LLC,331-S-014,176,176,0,0,0,EHP/ALP,PPHA,MARO,"636 Louisiana Avenue
Brooklyn, NY 11239
(40.64695435800007, -73.88522253999997)",USA
USA-NY-45-AdultCare-45-AdultCare-488,The Glen at Maple Pointe,260 Maple Avenue,Nassau,Rockville Center,11570,(516) 764-4848,(516) 764-4442,AF0607C,"Maple Pointe Senior Care, LLC",400-F-320,60,4,0,0,0,AH/ALP,PPHA,MARO,"260 Maple Avenue
Rockville Center, NY 11570
(40.65826660500005, -73.63213350299998)",USA
USA-NY-45-AdultCare-45-AdultCare-489,RiverLedge Residence,8103 State Highway 68,St. Lawrence,Ogdensburg,13669,(315) 393-2567,(315) 393-3083,AF0130A,"United Helpers, Inc.",630-E-006,40,0,0,0,0,AH,NFP,CNYRO,"8103 State Highway 68
Ogdensburg, NY 13669
(44.68050551300007, -75.51802638999999)",USA
USA-NY-45-AdultCare-45-AdultCare-490,The Glen at Maple Pointe,260 Maple Avenue,Nassau,Rockville Center,11570,(516) 764-4848,(516) 764-4442,AF0592C,"Maple Pointe Senior Care, LLC",400-S-316,83,36,0,0,0,EHP/ALP,PPHA,MARO,"260 Maple Avenue
Rockville Center, NY 11570
(40.65826660500005, -73.63213350299998)",USA
USA-NY-45-AdultCare-45-AdultCare-491,Atria Shaker,345 Northern Boulevard,Albany,Albany,12204,(518) 465-4444,(518) 465-2127,AF0016B,"ATR New York LH, Inc.",000-S-011,146,0,0,0,0,EHP,PPHA,CDRO,"345 Northern Boulevard
Albany, NY 12204
(42.672300687000075, -73.75194962199998)",USA
USA-NY-45-AdultCare-45-AdultCare-492,NY Found-Sr Citizens EHP#2 Brown Gardens,225 East 93rd Street,New York,New York,10128,(212) 369-5523,(212) 410-4462,AF0339A,"New York Foundation for Senior Citizens, Inc.",420-S-272,47,0,0,0,0,EHP,NFP,MARO,"225 East 93rd Street
New York, NY 10128
(40.782804243000044, -73.94960116499993)",USA
USA-NY-45-AdultCare-45-AdultCare-493,Green Briar Adult Home,26 Old Route 82,Dutchess,Millbrook,12545,(548) 677-9997,(845) 677-6278,AF0256B,"Green Briar Adult Home, LLC",230-F-072,53,0,0,0,0,AH,PPHA,MARO,"26 Old Route 82
Millbrook, NY 12545
(41.77218143600004, -73.70012345299995)",USA
USA-NY-45-AdultCare-45-AdultCare-494,"Madison York Assisted Living Community, LLC",112-14 Corona Avenue,Queens,Flushing,11368,(718) 699-4100,(718) 899-8126,AF0381C,"Madison York Assisted Living Community, LLC",590-F-320,226,200,0,0,0,AH/ALP,PPHA,MARO,"112-14 Corona Avenue
Flushing, NY 11368
(40.73998313000004, -73.84824237099997)",USA
USA-NY-45-AdultCare-45-AdultCare-495,Ashton Place,190 Ashton Court,Ontario,Clifton Springs,14432,(315) 462-3140,(315) 462-5770,AF0634A,"Clifton Park Associates, LLC",530-S-005,60,0,0,0,0,EHP,PPHA,WRO,"190 Ashton Court
Clifton Springs, NY 14432
(42.96690059000008, -77.14183758799999)",USA
USA-NY-45-AdultCare-45-AdultCare-496,Maple Rest,61 Rollstone Avenue,Suffolk,West Sayville,11796,(631) 589-4840,(631) 563-1610,AF0303A,"Halpert, Sarah",700-F-146,27,0,0,0,0,AH,PPHA,MARO,"61 Rollstone Avenue
West Sayville, NY 11796
(40.731779525000036, -73.09845541999994)",USA
USA-NY-45-AdultCare-45-AdultCare-497,Hultquist Place,715 Falconer Street,Chautauqua,Jamestown,14701,(716) 665-8128,,AF0646A,"Lutheran Housing Realty, Inc.",060-E-015,96,96,0,0,0,AH/ALP,NFP,WRO,"715 Falconer Street
Jamestown, NY 14701
(42.114444787000025, -79.20899208299994)",USA
USA-NY-45-AdultCare-45-AdultCare-498,Arcadia Residence,25 Carrier Street,Sullivan,Liberty,12754,(845) 292-7011,(845) 292-7011,AF0665A,"Greater Adult Neighbors, Inc.",710-F-063,114,0,0,0,0,AH,PPHA,MARO,"25 Carrier Street
Liberty, NY 12754
(41.794330984000055, -74.74902537499997)",USA
USA-NY-45-AdultCare-45-AdultCare-499,"Fairlawn Adult Home, Inc.",301 Eighth Avenue,Suffolk,East Northport,11731,(631) 757-7666,(631) 757-2959,AF0245B,"Fairlawn Adult Home, Inc.",700-F-898,30,0,0,0,0,AH,PPHA,MARO,"301 Eighth Avenue
East Northport, NY 11731
(40.87718179800004, -73.32918746399997)",USA
USA-NY-45-AdultCare-45-AdultCare-500,The Hamlet at Park Ridge,1471 Long Pond Road,Monroe,Rochester,14626,(585) 723-7820,(585) 723-7118,AF0540A,"Park Ridge Housing, Inc.",370-S-193,66,0,66,0,21,EHP,NFP,WRO,"1471 Long Pond Road
Rochester, NY 14626
(43.196696864000046, -77.70142764299999)",USA
USA-NY-45-AdultCare-45-AdultCare-501,Maple House,15 Maple Place,Westchester,Ossining,10562,(914) 941-9415,(914) 941-4482,AF0302A,"Family Services of Westchester, Inc.",800-S-123,25,0,0,0,0,EHP,NFP,MARO,"15 Maple Place
Ossining, NY 10562
(41.160040311000046, -73.86244577199994)",USA
USA-NY-45-AdultCare-45-AdultCare-502,Wavecrest Home for Adults,242 Beach 20th Street,Queens,Far Rockaway,11691,(718) 471-5500,(718) 471-0734,AF0432A,"Wavecrest HFA, Inc.",590-F-301,120,0,0,0,0,AH,PPHA,MARO,"242 Beach 20th Street
Far Rockaway, NY 11691
(40.596554336000054, -73.75415751399998)",USA
USA-NY-45-AdultCare-45-AdultCare-503,Quail Summit,5102 Parrish Street Ext.,Ontario,Canandaigua,14424,(585) 396-1010,(585) 396-1741,AF0545A,"Quail Summit, Inc.",530-S-001,55,0,0,0,0,EHP,NFP,WRO,"5102 Parrish Street Ext.
Canandaigua, NY 14424
(42.87275038900003, -77.29563448099998)",USA
USA-NY-45-AdultCare-45-AdultCare-504,Brookdale Pittsford,159 Sully's Trail,Monroe,Pittsford,14534,(585) 249-9990,(585) 249-9940,AF0468A,"Perinton Clare Bridge Operator, Inc.",370-F-217,52,0,0,0,0,AH,PPHA,WRO,"159 Sully's Trail
Pittsford, NY 14534
(43.058735314000046, -77.46687112999996)",USA
USA-NY-45-AdultCare-45-AdultCare-505,Garden House,2720 North Forest Road,Erie,Getzville,14068,(716) 639-3311,(716) 639-3309,AF0879A,"Menorah Campus Adult Home, Inc.",240-S-121,48,0,48,33,24,EHP,NFP,WRO,"2720 North Forest Road
Getzville, NY 14068
(43.01581362400003, -78.78642026299997)",USA
USA-NY-45-AdultCare-45-AdultCare-506,Southern Tier Meadows,4883 West Main Road,Chautauqua,Fredonia,14063,(716) 679-4883,(716) 679-4881,AF0520B,"Southern Tier Environments for Living, Inc.",060-E-038,24,0,0,0,0,AH,NFP,WRO,"4883 West Main Road
Fredonia, NY 14063
(42.419166301000075, -79.37891507799998)",USA
USA-NY-45-AdultCare-45-AdultCare-507,Chai Home,125-02 Ocean Promenade,Queens,Belle Harbor,11694,(718) 634-6100,(718) 634-3983,AF0222B,"Chai Home, LLC",530-F-057,71,0,0,0,0,AH,PPHA,MARO,"125-02 Ocean Promenade
Belle Harbor, NY 11694
(40.574976641000035, -73.84364940699999)",USA
USA-NY-45-AdultCare-45-AdultCare-508,The 80th Street Residence,430 East 80th Street,New York,New York,10075,(212) 717-8888,(212) 585-3544,AF0242B,"Upper East Side Senior Residence, LLC",420-F-379,70,0,70,70,70,AH,PPHA,MARO,"430 East 80th Street
New York, NY 10075
(40.772305782000046, -73.95059506099994)",USA
USA-NY-45-AdultCare-45-AdultCare-509,Atria Plainview,12 Washington Avenue,Nassau,Plainview,11803,(516) 933-0002,(516) 933-0003,AF0223C,"ATR New York LH, Inc.",400-F-329,99,0,0,0,0,AH,PPHA,MARO,"12 Washington Avenue
Plainview, NY 11803
(40.77916392900005, -73.46618233399994)",USA
USA-NY-45-AdultCare-45-AdultCare-510,Assisted Living at Jennings Hall,260 Powers Street,Kings,Brooklyn,11211,(718) 782-3390,(718) 387-6335,AF0679A,St. Nick's Alliance Corp,331-S-007,40,40,0,0,0,EHP/ALP,NFP,MARO,"260 Powers Street
Brooklyn, NY 11211
(40.71269805800006, -73.94046869099998)",USA
USA-NY-45-AdultCare-45-AdultCare-511,Westhaven Assisted Living Residence,5 Gipp Road,Albany,Albany,12203,(518) 313-6599,(518) 313-6599,AF0745A,"ICC Management & Consulting, Inc.",000-F-310,16,0,16,16,0,AH,PPHA,CDRO,"5 Gipp Road
Albany, NY 12203
(42.69227978200007, -73.86915860599998)",USA
USA-NY-45-AdultCare-45-AdultCare-512,New Fordham Arms Assisted Living,2915 Williamsbridge Road,Bronx,Bronx,10467,(718) 655-3433,(718) 654-4307,AF0248B,Bridgewood LLC,020-F-819,35,35,0,0,0,AH/ALP,PPHA,MARO,"2915 Williamsbridge Road
Bronx, NY 10467
(40.868339512000034, -73.86218577099999)",USA
USA-NY-45-AdultCare-45-AdultCare-513,Greece Long Pond Senior Housing,1 GBC Parkway,Monroe,Rochester,14626,(585) 227-3007,(585) 227-1307,AF0734A,"Family Service of Rochester, Inc.",370-S-857,30,0,0,0,0,EHP,NFP,WRO,"1 GBC Parkway
Rochester, NY 14626
(43.21531490000007, -77.69562389999999)",USA
USA-NY-45-AdultCare-45-AdultCare-514,West Side Federation For Sr. and Supportive Housing,109 West 129th Street,New York,New York,10027,(212) 348-8513,(212) 860-4568,AF0368B,West Side Federation For Sr and Supportive Housing,420-E-377,99,0,0,0,0,AH,NFP,MARO,"109 West 129th Street
New York, NY 10027
(40.81062521400003, -73.94430086599994)",USA
USA-NY-45-AdultCare-45-AdultCare-515,Long Beach Assisted Living,274 West Broadway,Nassau,Long Beach,11561,(516) 897-0140,(516) 897-0385,AF0267C,"Hempstead ALP, LLC",400-F-301,200,200,0,0,0,AH/ALP,PPHA,MARO,"274 West Broadway
Long Beach, NY 11561
(40.58452748800005, -73.67222249999998)",USA
USA-NY-45-AdultCare-45-AdultCare-516,Madison York Home for Adults,61-80 Woodhaven Boulevard,Queens,Rego Park,11374,(718) 446-4300,(718) 899-8126,AF0299B,"Madison York Rego Park, LLC",590-F-321,202,200,0,0,0,AH/ALP,PPHA,MARO,"61-80 Woodhaven Boulevard
Rego Park, NY 11374
(40.72752791500005, -73.87099566999996)",USA
USA-NY-45-AdultCare-45-AdultCare-517,"Longview, an Ithacare Community",1 Bella Vista Drive,Tompkins,Ithaca,14850,(607) 375-6300,(607) 375-6301,AF0171A,"Ithacare Center Service Company, Inc.",730-E-002,96,0,96,96,0,AH,NFP,CNYRO,"1 Bella Vista Drive
Ithaca, NY 14850
(42.41547948200008, -76.50432773799997)",USA
USA-NY-45-AdultCare-45-AdultCare-518,Sunrise of Dix Hills,337 Deer Park Avenue,Suffolk,Dix Hills,11746,(631) 385-1733,(631) 385-1754,AF0840B,"GWC - Dix Hills, Inc.",700-F-923,114,0,114,114,34,AH,PPHA,MARO,"337 Deer Park Avenue
Dix Hills, NY 11746
(40.816178163000075, -73.34265670699995)",USA
USA-NY-45-AdultCare-45-AdultCare-519,Elderwood Assisted Living at Cheektowaga,229 Bennett Road,Erie,Cheektowaga,14227,(716) 681-8631,(716) 681-8762,AF0531C,"229 Bennett Road Operating Company, LLC",240-F-886,80,66,0,0,0,AH/ALP,PPHA,WRO,"229 Bennett Road
Cheektowaga, NY 14227
(42.889509462000035, -78.74648096199996)",USA
USA-NY-45-AdultCare-45-AdultCare-520,The Cambridge,4 West Main Street,Washington,Cambridge,12816,(518) 677-3460,(518) 677-3460,AF0736A,"ICC Management and Consulting, Inc.",760-F-018,40,0,40,5,0,AH,PPHA,CDRO,"4 West Main Street
Cambridge, NY 12816
(43.02807430000007, -73.38095894299994)",USA
USA-NY-45-AdultCare-45-AdultCare-521,"The Shores at Peconic Landing Assisted Living Residence, Inc.",1600 Brecknock Road,Suffolk,Greenport,11944,(631) 477-3800,(631) 477-0061,AF0601B,"The Shores at Peconic Landing Assisted Living Residence, Inc.",700-S-298,42,0,42,20,16,EHP,PPHA,MARO,"1600 Brecknock Road
Greenport, NY 11944
(41.12118215500004, -72.36333287299993)",USA
USA-NY-45-AdultCare-45-AdultCare-522,Kelly's Home for Adults,6319 Route 97,Sullivan,Narrowsburg,12764,(845) 252-3505,(845) 252-3807,AF0286C,"Narrowsburg Manor, LLC",710-F-064,79,0,0,0,0,AH,PPHA,MARO,"6319 Route 97
Narrowsburg, NY 12764
(41.60100016600006, -75.03996521499994)",USA
USA-NY-45-AdultCare-45-AdultCare-523,"Central Assisted Living, LLC",1509 Central Avenue,Queens,Far Rockaway,11691,(718) 471-7700,(718) 471-7732,AF0326B,"Central Assisted Living, LLC",590-F-322,186,186,0,0,0,AH/ALP,PPHA,MARO,"1509 Central Avenue
Far Rockaway, NY 11691
(40.60568269100003, -73.75124607099997)",USA
USA-NY-45-AdultCare-45-AdultCare-524,Hampshire House Adult Home,1846 County Highway 48,Otsego,Oneonta,13820,(607) 432-6171,(607) 432-5045,AF0053B,Hampshire House Operating Corporation,570-F-048,65,0,0,0,0,AH,PPHA,CDRO,"1846 County Highway 48
Oneonta, NY 13820
(42.43959510700006, -75.08115150599997)",USA
USA-NY-45-AdultCare-45-AdultCare-525,Kings Adult Care Center,2255 Cropsey Avenue,Kings,Brooklyn,11214,(718) 266-5858,(718) 266-6406,AF0205C,"Kings Adult Care Center, LLC",331-F-281,220,0,0,0,0,AH,PPHA,MARO,"2255 Cropsey Avenue
Brooklyn, NY 11214
(40.59597800000006, -73.99709423999997)",USA
USA-NY-45-AdultCare-45-AdultCare-526,NY Found-Sr Citizens EHP#3,1850 Second Avenue,New York,New York,10128,(212) 369-5523,(212) 348-7451,AF0340A,"New York Foundation for Senior Citizens, Inc.",420-S-370,30,0,0,0,0,EHP,NFP,MARO,"1850 Second Avenue
New York, NY 10128
(40.78398596900007, -73.94723684799999)",USA
USA-NY-45-AdultCare-45-AdultCare-527,The Lake Shore Assisted Living Residence,211 Lake Shore Road,Suffolk,Lake Ronkonkoma,11779,(631) 585-8800,(631) 585-0716,AF0421A,"Lakehaven Equities, Inc.",700-F-893,200,0,200,0,0,AH,PPHA,MARO,"211 Lake Shore Road
Lake Ronkonkoma, NY 11779
(40.82715050300004, -73.11661415699996)",USA
USA-NY-45-AdultCare-45-AdultCare-528,Country Valley Home,5946 County Route 11,Steuben,Bath,14810,(607) 776-5730,(607) 776-5730,AF0479A,"Tetor Enterprises, Ltd.",690-F-039,19,0,0,0,0,AH,PPHA,WRO,"5946 County Route 11
Bath, NY 14810
(42.28899680300003, -77.29317712999995)",USA
USA-NY-45-AdultCare-45-AdultCare-529,Evergreen Heights,8939 Oakland Street,Cayuga,Weedsport,13166,(315) 834-6142,(315) 834-8960,AF0158B,"Central New York Adult Homes, Inc.",050-E-010,60,0,0,0,0,AH,NFP,CNYRO,"8939 Oakland Street
Weedsport, NY 13166
(43.05076976600003, -76.57251900099999)",USA
USA-NY-45-AdultCare-45-AdultCare-530,Brookdale Niagara Memory Care,6751 Nash Road,Niagara,North Tonawanda,14120,(716) 731-1461,(716) 731-1521,AF0442A,"Niagara Sterling Cottage Operator, Inc.",500-F-095,40,0,0,0,0,AH,PPHA,WRO,"6751 Nash Road
North Tonawanda, NY 14120
(43.096796479000034, -78.86638596299997)",USA
USA-NY-45-AdultCare-45-AdultCare-531,The Lodge at Ives Hill,1200 Jewell Drive,Jefferson,Watertown,13601,(315) 681-4038,(315) 681-6039,AF0694A,"The Lodge at Ives Hill, Inc.",330-S-038,24,0,0,0,0,EHP,NFP,CNYRO,"1200 Jewell Drive
Watertown, NY 13601
(43.96155263000003, -75.93481912599998)",USA
USA-NY-45-AdultCare-45-AdultCare-532,Claddagh Care (L.B.S.H.) EHP #1,34 Church Street Suite 1,St. Lawrence,Brasher Falls,13613,(315) 389-5149,(315) 389-5560,AF0027A,L.B.S.H. Housing,630-S-016,28,0,0,0,0,EHP,NFP,CNYRO,"34 Church Street Suite 1
Brasher Falls, NY 13613
(44.802705083000035, -74.77267939699993)",USA
USA-NY-45-AdultCare-45-AdultCare-533,Brookdale Kenmore,2971 Delaware Avenue,Erie,Kenmore,14217,(716) 874-3200,(716) 873-4953,AF0893A,"WW Kenmore Operator, Inc.",240-S-113,120,0,120,120,0,EHP,PPHA,WRO,"2971 Delaware Avenue
Kenmore, NY 14217
(42.96522080300008, -78.87029502799999)",USA
USA-NY-45-AdultCare-45-AdultCare-534,Harbor Terrace Adult Home and Assisted Living,110 Henderson Avenue,Richmond,Staten Island,10301,(718) 727-8100,(718) 981-9116,AF0195B,Baywood LLC,610-F-064,363,200,0,0,0,AH/ALP,PPHA,MARO,"110 Henderson Avenue
Staten Island, NY 10301
(40.640588699000034, -74.09582819899998)",USA
USA-NY-45-AdultCare-45-AdultCare-535,Marian Woods,152 Ridge Road,Westchester,Hartsdale,10530,(914) 750-6000,(914) 750-6100,AF0304A,"Marian Woods, Inc.",800-E-130,50,0,0,0,0,AH,NFP,MARO,"152 Ridge Road
Hartsdale, NY 10530
(41.02045385300005, -73.80531786399996)",USA
USA-NY-45-AdultCare-45-AdultCare-536,Seneca Lake Terrace Assisted Living Center,3670 Pre-emption Road County Rd. #6,Ontario,Geneva,14456,(315) 789-4162,(315) 781-1494,AF0550B,"Seneca Lake Terrace Operating, LLC",530-F-059,66,13,53,0,12,AH/ALP,PPHA,WRO,"3670 Pre-emption Road County Rd. #6
Geneva, NY 14456
(42.852293717000066, -77.01058048099998)",USA
USA-NY-45-AdultCare-45-AdultCare-537,Terrace at Beverwyck,41 Beverwyck Lane,Albany,Slingerlands,12159,(518) 459-4062,(518) 482-0106,AF0122A,"Beverwyck, Inc.",000-S-005,48,0,0,0,0,EHP,NFP,CDRO,"41 Beverwyck Lane
Slingerlands, NY 12159
(42.65881779700004, -73.83644629899999)",USA
USA-NY-45-AdultCare-45-AdultCare-538,Promenade at Chestnut Ridge,168 Red Schoolhouse Road,Rockland,Chestnut Ridge,10977,(845) 620-0606,(845) 620-9056,AF0394B,"Chestnut Operating Company, LLC",620-F-081,198,36,0,0,0,AH/ALP,PPHA,MARO,"168 Red Schoolhouse Road
Chestnut Ridge, NY 10977
(41.07321510100007, -74.05405644799998)",USA
USA-NY-45-AdultCare-45-AdultCare-539,"Canton Enriched Housing Program, Inc.  EHP #2",35 Riverside Drive,St. Lawrence,Canton,13617,(315) 386-8830,(315) 386-2383,AF0019B,"Canton Enriched Housing Program, Inc.",630-S-021,18,0,0,0,0,EHP,NFP,CNYRO,"35 Riverside Drive
Canton, NY 13617
(44.59702073700004, -75.17347303399998)",USA
USA-NY-45-AdultCare-45-AdultCare-540,Mount View Assisted Living,5465 Upper Mountain Road,Niagara,Lockport,14094,(716) 433-0790,(716) 957-0324,AF0726A,"Mount View Assisted Living, Inc.",500-F-105,150,150,0,0,0,AH/ALP,PPHA,WRO,"5465 Upper Mountain Road
Lockport, NY 14094
(43.17393516100003, -78.73881527899994)",USA
USA-NY-45-AdultCare-45-AdultCare-541,Park Terrace at Radisson,2981 Town Center Road,Onondaga,Baldwinsville,13027,(315) 638-9207,(315) 638-8507,AF0596B,"Park Terrace Operating, LLC",520-F-169,65,12,65,0,13,AH/ALP,PPHA,CNYRO,"2981 Town Center Road
Baldwinsville, NY 13027
(43.17883051900003, -76.29991199999995)",USA
USA-NY-45-AdultCare-45-AdultCare-542,Riverdale Manor Home for Adults,6355 Broadway,Bronx,Bronx,10471,(718) 549-3300,(718) 601-0593,AF0370B,"Elener Associates, LLC",020-F-133,256,0,0,0,0,AH,PPHA,MARO,"6355 Broadway
Bronx, NY 10471
(40.90158342600006, -73.89679458899997)",USA
USA-NY-45-AdultCare-45-AdultCare-543,The Eliot at Erie Station ALP,10 - 18 John Street,Orange,Middletown,10940,(845) 342-2077,(845) 342-2091,AF0414B,"The Eliot Management Group, LLC",540-F-028,96,62,34,34,0,AH/ALP,PPHA,MARO,"10 - 18 John Street
Middletown, NY 10940
(41.44831217500007, -74.41998020399996)",USA
USA-NY-45-AdultCare-45-AdultCare-544,"Lakeside Manor Home for Adults, Inc.",797 Brighton Avenue,Richmond,Staten Island,10301,(718) 720-9600,(718) 816-5356,AF0291A,"Lakeside Manor Home for Adults, Inc.",610-F-037,200,200,,,0,AH/ALP,PPHA,MARO,"797 Brighton Avenue
Staten Island, NY 10301
(40.63246384400003, -74.09714586599995)",USA
USA-NY-45-AdultCare-45-AdultCare-545,Horizons,3132 State Route 21 South,Ontario,Canandaigua,14424,(585) 396-3390,(585) 396-7332,AF0517A,"DePaul Adult Care Communities, Inc.",530-E-051,76,16,0,0,0,AH/ALP,NFP,WRO,"3132 State Route 21 South
Canandaigua, NY 14424
(42.896814333000066, -77.26727505099996)",USA
USA-NY-45-AdultCare-45-AdultCare-546,Mermaid Manor Home for Adults,3602 Mermaid Avenue,Kings,Brooklyn,11224,(718) 266-2100,(718) 266-2103,AF0311B,"Mermaid Manor Home for Adults, LLC",331-F-276,200,190,0,0,0,AH/ALP,PPHA,MARO,"3602 Mermaid Avenue
Brooklyn, NY 11224
(40.57466660100005, -74.00209888799998)",USA
