row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-465,N0135,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 613-966-5815,+1 613-966-6059,N/A,http://www.amica.ca,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",285,Yes,236,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-466,S0221,10/14/2013,London Canada Investors Limited Partnership,355 Burrard Street,Unit 1800,Vancouver,V6C 2G8,BC,Canada,519-681-0002,+1 519-681-0004,Mr. Dan  Acre,http://www.arbortrace.ca,Businessofficemanager@arbortrace.ca,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",66,Yes,46,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-467,N0245,2/18/2013,Richard Frank Desjardins & Cheryl Ann Desjardins,39 Poyntz Street,,Penetanguishene,L9M 1N5,ON,Canada,+1 705-549-7931,+1 705-549-1048,N/A,,rickdesjardins@rogers.com,"[True, False, False, False, False, False, True, True, False, True, True, False, False]",18,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-468,T0460,12/31/2015,The Royale Development LP,302 Town Centre Boulevard,Unit 200,Markham,L3R 0E8,ON,Canada,905-432-0002,+1 905-432-2228,Ms. Catherine Saunders,http://http://siennaliving.ca/,warren.vanvorst@siennaliving.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",160,Yes,140,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Gar",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-469,T0347,6/15/2016,The Regency of Lakefield Inc.,113 Park Street South,Unit 202,Peterborough,K9J 3R8,ON,Canada,705-651-2400,+1 705-651-2401,Ms. Jennifer Ransier,http://www.regencyretirement.ca,info@regencyretirement.ca,"[False, False, False, False, False, False, True, True, False, False, True, False, True]",85,Yes,73,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Gar",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-470,T0446,9/11/2015,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,519-943-5575,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",160,Yes,136,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-471,T0427,3/31/2015,HCN-Revera Lessee (Annex) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 416-961-6446,+1 416-961-3299,Ms. Shana Bond,http://reveraliving.com/annex,theannex@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",98,Yes,98,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-472,T0294,5/13/2015,2249000 Ontario Ltd.,4 Partridge Lane,,Scarborough,M1T 3C6,ON,Canada,647-707-0361,N/A,N/A,,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",10,Yes,10,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-473,S0190,8/22/2012,Revera Retirement Genpar Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 905-871-6410,+1 905-871-5422,Ms. Shana Bond,http://reveraliving.com/garrison,GarrisonPlace@reveraliving.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",78,Yes,76,"Kitchen, Dining Room, Common Resident Areas, Staff Areas, Attic, Laundry Rooms, Parking Garage",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-474,S0348,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 905-295-6288,+1 905-295-2452,N/A,,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",60,Yes,51,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-475,N0241,3/15/2013,Stirling Towers Inc.,168 Church Street,PO BOX 490,Stirling,K0K 3E0,ON,Canada,+1 613-395-2640,+1 613-395-0542,N/A,,stirlingtowers@gmail.com,"[True, True, True, False, False, False, True, True, False, True, False, False, False]",20,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-476,N0434,10/6/2016,Blackburn Seniors Retirement Home Inc.,c/o C1720 Concession 11,,Cannington,L0E 1E0,ON,Canada,+1 613-837-7467,+1 613-837-0250,Mrs. Rosanne Waldroff,http://www.blackburnlodge.com,info@blackburnseniorsresidence.ca,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",54,No,0,Laundry Rooms,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-477,N0446,12/1/2016,Rosewood Senior Living Inc.,20 High Park Blvd.,,Toronto,M6R 1M7,ON,Canada,+1 519-428-9480,+1 519-428-7543,N/A,,GMSimcoe@rosewoodseniorliving.ca,"[True, True, True, True, False, True, True, True, False, True, True, False, True]",70,Yes,61,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-478,T0434,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,905-842-8167,N/A,Ms. Andrea Prashad,http://www.amica.ca,oakville@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",190,Yes,139,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Par",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-479,T0423,3/31/2015,HCN-Revera Lessee (Kingsway) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 416-236-7575,+1 416-207-0436,Ms. Shana Bond,http://www.reveraliving.com/kingsway,kingsway@reveraliving.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",107,Yes,107,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-480,T0134,3/22/2013,848357 Ontario Limited,33 Christie Street,,Toronto,M6G 3B1,ON,Canada,+1 416-536-1116,+1 416-536-6941,N/A,,,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",9,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-481,S0058,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 519-969-0330,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",166,Yes,83,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-482,T0129,11/23/2012,St. Hilda's Towers Inc,2339 Dufferin Street,,Toronto,M6E 4Z5,ON,Canada,+1 416-781-6621,+1 416-781-5058,Mr. Rodrigo Cartagena,http://www.sthildastowers.com,info@sthildastowers.com,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",195,Yes,195,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-483,T0191,7/17/2013,Thomas and Clover Tuah,379 Lake Promenade,,Etobicoke,M8W 1C1,ON,Canada,+1 416-503-3333,+1 416-252-0142,N/A,,dean_jennifer@hotmail.com,"[False, False, True, False, False, False, True, True, False, True, False, False, False]",11,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-484,T0133,12/20/2012,Schlegel Villages Inc.,325 Max Becker Drive,Unit 201,Kitchener,N2E 4H5,ON,Canada,+1 519-576-2430,+1 519-576-8990,N/A,http://www.schlegelvillages.com,,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",259,Yes,216,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-485,S0021,10/5/2012,Caressant Care Nursing and Retirement Homes Limited,264 Norwich Avenue,,Woodstock,N4S 3V9,ON,Canada,+1 519-633-6493,+1 519-633-9329,Ms. Carol Hepting,http://www.caressantcare.com,adminbonnieplace@caressantcare.com,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",66,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-486,S0078,10/5/2012,The Meadows of Wheatley Ltd.,21205 Pier Road,,Wheatley,N0P 2P0,ON,Canada,+1 519-825-4694,+1 519-825-3745,Mrs. Trudy Willan,http://www.themeadowsofwheatley.com,trudy06@bellnet.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",38,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-487,N0272,11/6/2013,Symphony Senior Living Ottawa LP,27 Weaver Crescent,,Kanata,K2K 2Z8,ON,Canada,+1 613-837-1100,+1 613-837-0281,Mr. Mario Stamm,http://www.symphonyseniorliving.com,adcosta@symphonyseniorliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",135,No,0,"Kitchen, Garbage Room",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-488,T0054,11/29/2012,Norfolk Manor Inc.,128 Norfolk Street,,Guelph,N1H 4J8,ON,Canada,+1 519-837-1100,+1 519-836-4003,Mr. David Ing,http://www.norfolkmanor.ca,david@norfolkmanor.ca,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",67,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-489,N0261,6/14/2013,1895357 Ontario Inc.,1202 Highway 94,,Corbeil,P0H 1K0,ON,Canada,+1 705-752-1100,+1 705-752-2570,Mr. Wentworth  Graham,http://www.nipissingmanor.ca,nipissingmanor@bellnet.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",22,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-490,N0020,10/31/2012,458422 Ontario Limited,220 Emma Avenue,,Cornwall,K6J 5V8,ON,Canada,+1 613-933-6972,+1 613-938-2261,Mrs. Stephanie Kinnear,http://www.sandfield.ca,stephanie.kinnear@sandfieldplace.ca,"[False, False, False, False, False, False, True, True, False, False, True, False, True]",46,Yes,26,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Boiler Room, Laundry Rooms, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-491,N0143,3/27/2013,Alavida Lifestyles,18 Antares Drive,Unit 200,Ottawa,K2E 1A9,ON,Canada,+1 613-451-1414,+1 613-837-9467,Ms. Amy Richer,http://www.alavidalifestyles.com,info@alavidalifestyles.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",118,Yes,118,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-492,S0090,11/14/2012,Lester Shoalts Ltd.,214 West Street,,Port Colborne,L3K 4E3,ON,Canada,+1 905-834-0322,+1 905-834-9989,Ms. Cheryl  Bilodeau,http://www.portalvillage.com,info@portalvillage.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",125,Yes,118,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-493,N0078,8/29/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-591-8939,+1 613-591-1933, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",128,Yes,81,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-494,T0317,6/4/2014,1402857 Ontario Inc.,531 16th Avenue,,Richmond Hill,L4C 7A7,ON,Canada,905-889-2540,+1 905-889-7061,Ms. Jeraji (Jen) Jerad,http://www.royaltonretirementhome.com,royaltonretirementhome@gmail.com,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-495,S0356,12/1/2014,Pioneer Elder Care Inc.,37 Royal York Road,,St. Catharines,L2N 2N7,ON,Canada,289-362-2521,+1 289-362-6028,Ms. Mary Spear,http://www.pioneereldercare.com,pioneeronlakeshore@live.ca,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",10,Yes,10,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-496,T0164,1/23/2013,Sts. Peter and Paul Ukrainian Community Homes,221 Milner Avenue,,Toronto,M1S 4P4,ON,Canada,+1 416-291-3900,+1 416-291-3918,Mr. Dennis Levesque,http://www.stspeterandpaulresidence.com,office@stspeterandpaulresidence.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",65,No,8,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-497,T0449,10/15/2015,Abbeylawn Manor Living Inc.,534 Rodd Ave,,Pickering,L1W 2B2,ON,Canada,+1 905-509-2582,+1 905-509-5467,Mr. Niraj Mittal,http://www.abbeylawnmanor.com,info@abbeylawnmanor.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",57,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-498,N0138,3/22/2013,Riverview Heights Limited Partnership,400 Bell Street,,Pembroke,K8A 2K5,ON,Canada,+1 613-735-2200,+1 613-735-2101,Ms. Joan Bradley,http://www.riverviewheights.ca,svaillancourt@caregard.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",105,Yes,94,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-499,T0086,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-967-1331,+1 905-853-5538, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, False, True, True, False, False, True, False, True]",115,Yes,81,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-500,N0101,12/7/2012,Unitarian House of Ottawa/Maison Unitarienne d'Ottawa,20 Cleary Avenue,,Ottawa,K2A 3Z9,ON,Canada,+1 613-722-6690,+1 613-722-6695,Mrs. Christina O'Neil,http://www.unitarianhouse.ca,coneil@unitarianhouse.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",50,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-501,S0378,7/1/2015,Angel's Retirement Home Inc.,417 Queeston Street,,St. Catharines,L2P 2Y3,ON,Canada,289-723-9730,+1 289-723-1980,Ms. Fortunata Mtenga,http://www.angelsretirementhome.com,info@angelsretirementhome.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",9,Yes,9,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-502,S0132,6/30/2016,Life Style Extended Care Ltd.,203 Harbour Street,Unit 200,Kincardine,N2Z 3A3,ON,Canada,+1 519-396-5800,+1 866-615-7773,Mr. John  Piper,http://www.malcolmplace.ca,malcolmplace@tnt21.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",45,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-503,T0272,5/28/2013,HCN-Revera Lessee (Donway Place) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 416-445-7555,+1 416-445-0417,Ms. Shana Bond,http://reveraliving.com/donway,donwayplace@reveraliving.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",230,Yes,230,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-504,T0199,9/12/2012,Ventas SSL Ontario II Inc.,10350 Ormsby Park Place,Unit 300,Louisville,40223,KY,US,+1 905-841-0022,+1 905-841-2833,Ms. Luca Kamber,http://www.sunriseseniorliving.com,aurora.ed@sunriseseniorliving.com,"[True, True, True, True, True, True, True, True, True, True, True, False, True]",92,Yes,78,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-505,T0084,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-436-1901,+1 905-571-7030, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",81,Yes,72,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-506,T0172,1/23/2013,Roseglen Village for Seniors Inc.,53 Wellington Street,,Port Hope,L1A 3Z3,ON,Canada,+1 905-885-0347 x.30,+1 905-885-8169,Mr. Paul Montgomery,http://www.roseglenvillage.com,rgoffice@roseglenvillage.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",100,Yes,79,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-507,N0136,3/15/2013,Residence St-Mathieu Inc.,3140 Chemin Gendron,,Hammond,K0A 2A0,ON,Canada,+1 613-487-9422,+1 613-487-9423,Mrs. Nicole Normand,http://www.residencestmathieu.com,res_st_mathieu@hotmail.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",54,Yes,33,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-508,T0152,1/10/2013,Conestoga Lodge Partnership,229 Lexington Road,,Waterloo,N2K 2E1,ON,Canada,+1 519-576-2140,+1 519-576-1790,Mr. Robert  Dal Bianco,http://www.thecaringnetwork.ca,sbarkshire@thecaringnetwork.ca,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",88,Yes,79,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-509,N0274,9/16/2013,Alavida Lifestyles,18 Antares Drive,Unit 200,Ottawa,K2E 1A9,ON,Canada,+1 613-288-7906,+1 613-288-7901,Ms. Amy Richer,http://www.alavidalifestyles.com,info@alavidalifestyles.com,"[False, False, False, False, False, False, False, True, False, False, True, True, True]",150,Yes,50,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-510,T0237,1/30/2013,Extendicare (Canada) Inc.,3000 Steeles Avenue E.,,Markham,L3R 9W2,ON,Canada,+1 905-372-2491,+1 905-372-3082,N/A,,cnh_cobourg@extendicare.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",42,Yes,38,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-511,S0351,8/1/2014,Albany Retirement Village Inc.,423 Albany Street,,Petrolia,N0N 1R0,ON,Canada,519-882-3157,+1 519-882-0349,Mrs. Helen Cepek-Simpson,http://www.albanyretirementvillage.com,smaniuk@albanyretirementvillage.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",60,Yes,45,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Emergency Exits, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
