License Number,Legal Name,Short Name,Address,PO Box,Municipality,Postal Code,Country,Phone,Health Region,Territory CLSC,MRC,Circ. Provincial Election,Licensing Services,Fax,Dir. General,Chairman of the Board,Complaints and Quality of Service Commissioner,Status,Law,Incorpporation,Mission(s),Ministerial designation,Local authority,Funding method,facility_type
5123-4243,CENTRE DE SERVICES AMBULATOIRES DE SEPT-ÎLES,CENTRE SERV. AMB. DE SEPT-ÎLES,"391, avenue Brochu",bureau 201,Sept-Îles (97007),G4R 4S7,Canada,(418) 968-1224,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),CHSGS    Consultations externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1471,CHSLD N.-A.-LABRIE,CHSLD  N.-A.-LABRIE,"659, boulevard Blanche",,Baie-Comeau (96020),G5C 2B2,Canada,(418) 589-5704,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CHSLD   59 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5201-3679,CHSLD BOISVERT,CHSLD BOISVERT,"70, avenue Mance",,Baie-Comeau (96020),G4Z 1M9,Canada,(418) 296-2281,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CHSLD   62 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9012,CHSLD DE HAVRE-SAINT-PIERRE,CHSLD DE HAVRE-SAINT-PIERRE,"933, rue Boréale",case postale 490,Havre-Saint-Pierre (98040),G0G 1P0,Canada,(418) 538-2006,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CHSLD   19 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8758,CHSLD DES BERGERONNES,CHSLD DES BERGERONNES,"450, rue de la Mer",,Les Bergeronnes (95018),G0T 1G0,Canada,(418) 232-6224,Côte-Nord (09),Les Escoumins (09121),La Haute-Côte-Nord (950),René-Lévesque (753),CHSLD   28 Lit(s) d'hébergement permanent; CHSLD   4 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5354-8715,CLSC CORINNE-VALLÉE-THERRIEN,CLSC CORINNE-VALLÉE-THERRIEN,"3, rue Saint-Joseph",,Baie-Trinité (96005),G0H 1A0,Canada,(418) 939-2226,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8706,CLSC DE BAIE-JOHAN-BEETZ,CLSC DE BAIE-JOHAN-BEETZ,"24, rue Johan-Beetz",,Baie-Johan-Beetz (98035),G0G 1B0,Canada,(418) 539-0169,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-6008,CLSC DE BLANC-SABLON,CLSC DE BLANC-SABLON,"1077, boulevard Docteur-Camille-Marcoux",,Blanc-Sablon (98005),G0G 1W0,Canada,(418) 461-2144,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5243-7647,CLSC DE CHEVERY,CLSC DE CHEVERY,"16, chemin Netagamiou, Chevery",,Côte-Nord-du-Golfe-du-Saint-Laurent (98015),G0G 1G0,Canada,(418) 787-2277,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5992,CLSC DE FRANQUELIN,CLSC DE FRANQUELIN,"5, rue des Cèdres",,Franquelin (96015),G0H 1E0,Canada,(418) 296-1616,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5984,CLSC DE GODBOUT,CLSC DE GODBOUT,"101, rue Levack",,Godbout (96010),G0H 1G0,Canada,(418) 568-7740,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5243-7621,CLSC DE KEGASKA,CLSC DE KEGASKA,"10, chemin Normande, Kegaska",,Côte-Nord-du-Golfe-du-Saint-Laurent (98015),G0G 1S0,Canada,(418) 726-3382,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5232-8713,CLSC DE LA TABATIÈRE,CLSC DE LA TABATIÈRE,"40, rue Mécatina, La Tabatière",,Côte-Nord-du-Golfe-du-Saint-Laurent (98015),G0G 1T0,Canada,(418) 773-2232,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5559-7439,CLSC DE LONGUE-POINTE-DE-MINGAN,CLSC DE LONGUE-POINTE-DE-MINGAN,Longue-Pointe,,Longue-Pointe-de-Mingan (98045),G0G 1V0,Canada,(418) 949-2402,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5243-7613,CLSC DE MUTTON BAY,CLSC DE MUTTON BAY,"46, rue Mécatina, Mutton Bay",,Gros-Mécatina (98014),G0G 2C0,Canada,(418) 773-2212,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8722,CLSC DE NATASHQUAN,CLSC DE NATASHQUAN,"47, chemin d'En Haut",,Natashquan (98025),G0G 2E0,Canada,(418) 726-3387,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8755,CLSC DE PORT-MENIER,CLSC DE PORT-MENIER,Rue Canard,,L'Île-d'Anticosti (98020),G0G 2Y0,Canada,(418) 535-0176,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8763,CLSC DE RIVIÈRE-AU-TONNERRE,CLSC DE RIVIÈRE-AU-TONNERRE,"430, rue Jacques Cartier",,Rivière-au-Tonnerre (98055),G0G 2L0,Canada,(418) 465-2146,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8771,CLSC DE RIVIÈRE-SAINT-JEAN,CLSC DE RIVIÈRE-SAINT-JEAN,"328, rue Saint-Jean",,Rivière-Saint-Jean (98050),G0G 2N0,Canada,(418) 949-2020,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5232-8739,CLSC DE RIVIÈRE-SAINT-PAUL,CLSC DE RIVIÈRE-SAINT-PAUL,"321, rue Bonne-Espérance, Rivière-Saint-",,Bonne-Espérance (98010),G0G 2P0,Canada,(418) 379-2244,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-6057,CLSC DE SACRÉ-COEUR,CLSC DE SACRÉ-COEUR,"55, rue Lévesque",,Sacré-Coeur (95010),G0T 1Y0,Canada,(418) 236-4637,Côte-Nord (09),Les Escoumins (09121),La Haute-Côte-Nord (950),René-Lévesque (753),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5232-8721,CLSC DE SAINT-AUGUSTIN,CLSC DE SAINT-AUGUSTIN,"264, avenue du Plateau,",case postale 28,Saint-Augustin (98012),G0G 2R0,Canada,(418) 947-2321,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5417-9742,CLSC DE SCHEFFERVILLE,CLSC DE SCHEFFERVILLE,"326, rue A.-P.-Low",case postale 2340,Schefferville (97040),G0G 2T0,Canada,(418) 585-2645,Côte-Nord (09),Caniapiscau (09111),Caniapiscau (972),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-0259,CLSC DE SEPT-ÎLES,CLSC DE SEPT-ÎLES,"405, avenue Brochu",,Sept-Îles (97007),G4R 2W9,Canada,(418) 962-2572,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5243-7654,CLSC DE TÊTE-À-LA-BALEINE,CLSC DE TÊTE-À-LA-BALEINE,"23, rue des Cormorans, Tête-à-la-Baleine",,Côte-Nord-du-Golfe-du-Saint-Laurent (98015),G0G 2W0,Canada,(418) 242-2112,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5214-4714,CLSC ET CHSLD DONALD-G.-HODD,CLSC ET CHSLD DONALD-G.-HODD,"1, Harrington Harbour",,Côte-Nord-du-Golfe-du-Saint-Laurent (98015),G0G 1N0,Canada,(418) 795-3353,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CHSLD   14 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5560-9697,CLSC MARIE-LEBLANC-CÔTÉ,CLSC MARIE-LEBLANC-CÔTÉ,"2, rue de l'École",c.p. 2024,Chute-aux-Outardes (96035),G0H 1C0,Canada,(418) 567-2274,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5306-8680,CLSC VICTOR-LACHANCE,CLSC VICTOR-LACHANCE,"102, rue Jacques-Cartier",,Aguanish (98030),G0G 1A0,Canada,(418) 533-2301,Côte-Nord (09),Minganie (09151),Minganie (981),Duplessis (745),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8972,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE BAIE-COMEAU,CPEJ DE BAIE-COMEAU,"835, boulevard Jolliet",,Baie-Comeau (96020),G5C 1P5,Canada,(418) 589-9927,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5179-1531,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE KAWAWACHIKAMACH,CPEJ DE KAWAWACHIKAMACH,"1008, Naskapi Road",,Kawawachikamach (97806),G0G 2Z0,Canada,(418) 585-2252,Côte-Nord (09),Territoire Naskapi (09171),Caniapiscau (972),Duplessis (745),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5556-1641,CENTRE DE RÉADAPTATION EN DÉPENDANCE ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION RICHELIEU,CRD ET CRJDA RICHELIEU,"625, rue des Épilobes",,Baie-Comeau (96020),G5C 1Y9,Canada,(418) 589-2003,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CRJDA    Services externes; CRJDA   44 Place(s) en internat - unité de vie; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-4657,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SEPT-ÎLES,CRJDA DE SEPT-ÎLES,"27, rue La Vérendrye",,Sept-Îles (97007),G4R 5E3,Canada,(418) 962-2262,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),CRJDA    Services externes; CRJDA   26 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4508,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,CSSS DE LA BASSE-CÔTE-NORD,"1070, boulevard Docteur-Camille-Marcoux",case postale 130,Blanc-Sablon (98005),G0G 1W0,Canada,(418) 461-2144,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CHSGS   12 Lit(s) de santé physique; CHSGS    Urgence; CHSGS    Consultations externes; CHSLD   20 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),"4, rue de l'Hôpital",case postale 1000,Les Escoumins (95025),G0T 1K0,Canada,(418) 233-2931,Côte-Nord (09),Les Escoumins (09121),La Haute-Côte-Nord (950),René-Lévesque (753),CHSGS   20 Lit(s) de santé physique; CHSGS    Urgence; CHSGS    Consultations externes; CHSLD   24 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8741,CSSS DE LA HAUTE-COTE-NORD (PAVILLON FORESTVILLE),CSSS DE LA HAUTE-COTE-NORD (PAVILLON FORESTVILLE),"2, 7e Rue",case postale 790,Forestville (95045),G0T 1E0,Canada,(418) 587-2212,Côte-Nord (09),Forestville (09122),La Haute-Côte-Nord (950),René-Lévesque (753),CHSGS    Urgence; CHSGS    Consultations externes; CHSLD   20 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
1462-8986,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE L'HÉMATITE,CSSS DE L'HÉMATITE,"1, rue Aquilon",,Fermont (97035),G0G 1J0,Canada,(418) 287-5461,Côte-Nord (09),Caniapiscau (09111),Caniapiscau (972),Duplessis (745),CHSGS   6 Lit(s) de santé physique; CHSGS    Urgence; CHSGS    Consultations externes; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9896,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,CSSS DE PORT-CARTIER,"3, rue de Shelter Bay",,Port-Cartier (97022),G5B 2W9,Canada,(418) 766-2572,Côte-Nord (09),Port-Cartier (09131),Sept-Rivières (971),Duplessis (745),CHSGS    Urgence - activités complémentaires; CHSGS    Consultations externes - activités complémentaires; CHSLD   23 Lit(s) d'hébergement permanent; CHSLD   3 Lit(s) d'hébergement temporaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1463,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE ET CLSC LIONEL-CHAREST,GMFU ET CLSC LIONEL-CHAREST,"340, rue Clément-Lavoie",,Baie-Comeau (96020),G4Z 3B8,Canada,(418) 296-2572,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CHSGS    Groupe de médecine de famille universitaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-2023,HÔPITAL ET CENTRE D'HÉBERGEMENT DE SEPT-ÎLES,HÔPITAL ET CENTRE D'HÉBERGEMENT DE SEPT-ÎLES,"45, rue du Père-Divet",,Sept-Îles (97007),G4R 3N7,Canada,(418) 962-9761,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),"CHSGS   96 Lit(s) de santé physique; CHSGS   21 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes; CHSGS    Centre de jour, santé mentale; CHSLD    Centre de jour; CHSLD   99 Lit(s) d'hébergement permanent; CHSLD   1 Lit(s) d'hébergement temporaire",(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-8765,HÔPITAL LE ROYER,HÔPITAL LE ROYER,"635, boulevard Jolliet",,Baie-Comeau (96020),G5C 1P1,Canada,(418) 589-3701,Côte-Nord (09),Manicouagan (09123),Manicouagan (960),René-Lévesque (753),CHSGS   85 Lit(s) de santé physique; CHSGS   21 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5034,POINT DE SERVICES LES ESCOUMINS ET SERVICES EXTERNES (CENTRE DE RÉADAPTATION DE LA CÔTE-NORD),POINT DE SERVICE LES ESCOUMINS,"4, rue des Pilotes",,Les Escoumins (95025),G0T 1K0,Canada,(418) 233-3143,Côte-Nord (09),Les Escoumins (09121),La Haute-Côte-Nord (950),René-Lévesque (753),CPEJ; CRDI    Services externes; CRDPA    Services externes; CRDPM    Services externes; CRDPV    Services externes; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5283-0007,POINT DE SERVICE SEPT-ÎLES,POINT DE SERVICE SEPT-ÎLES,"450, avenue Évangeline",,Sept-Îles (97007),G4R 2N5,Canada,(418) 968-2470,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),CRDI    Services externes; CRDPA    Services externes; CRDPM    Services externes; CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5266-5072,SERVICES EXTERNES (CENTRE RÉADAPTATION DE LA CÔTE-NORD),SERV. EXT. (CR DE LA CÔTE-NORD),"1, rue Aquilon",case postale 550,Fermont (97035),G0G 1J0,Canada,(418) 287-3280,Côte-Nord (09),Caniapiscau (09111),Caniapiscau (972),Duplessis (745),CPEJ; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0324,SERVICES EXTERNES (CENTRE RÉADAPTATION DE LA CÔTE-NORD),SERV. EXT. (CR DE LA CÔTE-NORD),"3, rue de Shelter Bay",,Port-Cartier (97022),G5B 2W9,Canada,(418) 766-2572,Côte-Nord (09),Port-Cartier (09131),Sept-Rivières (971),Duplessis (745),CPEJ; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0340,SERVICES EXTERNES (CENTRE DE RÉADAPTATION DE LA CÔTE-NORD),SERV. EXT. (CR DE LA CÔTE-NORD),"128, rue Régnault",,Sept-Îles (97007),G4R 5T9,Canada,(418) 962-2578,Côte-Nord (09),Sept-Îles (09141),Sept-Rivières (971),Duplessis (745),CPEJ; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0357,SERVICES EXTERNES (CENTRE DE RÉADAPTATION DE LA CÔTE-NORD),SERV. EXT. (CR DE LA CÔTE-NORD),"1070, boulevard Docteur-Camille-Marcoux,",,Blanc-Sablon (98005),G0G 1C0,Canada,(418) 461-2144,Côte-Nord (09),Basse Côte-Nord (09161),Le Golfe-du-Saint-Laurent (982),Duplessis (745),CPEJ; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1547,CENTRE D'HÉBERGEMENT DE CAP-CHAT,CENTRE D'HÉBERGEMENT DE CAP-CHAT,"41, rue Nicolas",case postale 400,Cap-Chat (04047),G0J 1E0,Canada,(418) 786-5523,Gaspésie-Îles-de-la-Madeleine (11),Denis-Riverin (11121),La Haute-Gaspésie (040),Gaspé (731),CHSLD   76 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8329,CENTRE D'HÉBERGEMENT DE MARIA,CENTRE D'HÉBERGEMENT DE MARIA,"491, boulevard Perron",,Maria (06005),G0C 1Y0,Canada,(418) 759-3443,Gaspésie-Îles-de-la-Madeleine (11),Avignon (11111),Avignon (060),Bonaventure (713),CHSLD    Centre de jour; CHSLD   95 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-0986,CENTRE D'HÉBERGEMENT DE NEW CARLISLE,CENTRE D'HÉBERGEMENT DE NEW CARLISLE,"108, boulevard Gérard-D.-Levesque",,New Carlisle (05040),G0C 1Z0,Canada,(418) 752-3386,Gaspésie-Îles-de-la-Madeleine (11),Bonaventure (11112),Bonaventure (050),Bonaventure (713),CHSLD   70 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9038,CENTRE D'HÉBERGEMENT DU ROCHER-PERCÉ,CENTRE D'HÉBERGEMENT DU ROCHER-PERCÉ,"75, rue des Cèdres",,Chandler (02028),G0C 1K0,Canada,(418) 689-6621,Gaspésie-Îles-de-la-Madeleine (11),Pabok (11141),Le Rocher-Percé (020),Bonaventure (713),CHSLD    Centre de jour; CHSLD   62 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-0895,CENTRE D'HÉBERGEMENT MGR-ROSS DE GASPÉ,CENTRE D'HÉBERGEMENT MGR-ROSS DE GASPÉ,"150, rue Monseigneur-Ross",,Gaspé (03005),G4X 2S7,Canada,(418) 368-3301,Gaspésie-Îles-de-la-Madeleine (11),Gaspé (11132),La Côte-de-Gaspé (030),Gaspé (731),CHSGS   6 Lit(s) de psychiatrie; CHSGS    Consultations externes; CHSLD   97 Lit(s) d'hébergement permanent; CHSLD   2 Lit(s) d'hébergement permanent en santé mentale,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
